time,type,number,queueLength,totalPacketLoss
989.427,1,498,1,0
989.643,0,498,0,0
989.733,1,499,1,0
990.903,1,500,2,0
991.89,1,501,3,0
992.254,0,499,2,0
992.515,0,500,1,0
993.265,1,502,2,0
996.058,1,503,3,0
996.932,1,504,4,0
997.175,0,501,3,0
997.22,1,505,4,0
999.987,0,502,3,0
1000.15,0,503,2,0
1000.41,0,504,1,0
1001.56,0,505,0,0
1004.29,1,506,1,0
1004.36,0,506,0,0
1004.44,1,507,1,0
1005.17,0,507,0,0
1005.22,1,508,1,0
1005.63,1,509,2,0
1005.79,0,508,1,0
1006.24,1,510,2,0
1006.43,0,509,1,0
1007.64,1,511,2,0
1007.81,1,512,3,0
1008.19,0,510,2,0
1008.67,0,511,1,0
1008.68,0,512,0,0
1010.93,1,513,1,0
1013.42,0,513,0,0
1014.39,1,514,1,0
1014.59,1,515,2,0
1016.57,1,516,3,0
1017.36,0,514,2,0
1017.52,1,517,3,0
1017.95,0,515,2,0
1018.01,0,516,1,0
1019.36,0,517,0,0
1021.05,1,518,1,0
1021.29,1,519,2,0
1022.23,1,520,3,0
1023.28,0,518,2,0
1024.41,0,519,1,0
1025.05,1,521,2,0
1025.59,0,520,1,0
1026.74,0,521,0,0
1027.79,1,522,1,0
1027.84,0,522,0,0
1029.22,1,523,1,0
1029.74,1,524,2,0
1029.88,1,525,3,0
1029.99,1,526,4,0
1030,1,527,5,0
1030.71,0,523,4,0
1032.91,0,524,3,0
1033.31,0,525,2,0
1033.51,0,526,1,0
1033.72,0,527,0,0
1035.73,1,528,1,0
1035.98,0,528,0,0
1038.95,1,529,1,0
1038.97,0,529,0,0
1039,1,530,1,0
1039.47,0,530,0,0
1039.96,1,531,1,0
1040.24,0,531,0,0
1041.19,1,532,1,0
1044.13,0,532,0,0
1044.47,1,533,1,0
1044.62,0,533,0,0
1052.09,1,534,1,0
1052.88,1,535,2,0
1054.58,1,536,3,0
1054.77,0,534,2,0
1055.24,0,535,1,0
1055.73,1,537,2,0
1057.3,1,538,3,0
1057.81,0,536,2,0
1057.82,1,539,3,0
1058.17,1,540,4,0
1058.76,1,541,5,0
